ID,Created,Name,Description,Playlist URL
fd310df6d55c4a3d9062c53c89faf125,2024-09-28T15:38:29Z,Crunching Leaves on the Sidewalk 🍂,An autumn sounding song to start the season,https://open.spotify.com/playlist/5B6gCfDNSRsIXPF07cy0Dd
6d4aee2884944865adeac22557ab1032,2024-09-28T15:40:11Z,Get Up & Dance 🕺🏻,A song that makes you want to SHAKE IT,https://open.spotify.com/playlist/37TgBAsDXGObTHqaNQi4bz
1fc762513afa4f1b8d948cfb2bf31951,2024-09-28T15:41:27Z,Allergy Season 😭,Songs you’re balling your eyes out to while driving on the highway in the rain at 10 PM on a Tuesday,https://open.spotify.com/playlist/4AZL34bwUEL6b0RikQjQRJ
516d2cf433c6494c89e5ee9e41917a5a,2024-09-28T15:42:15Z,The Reason You Didn’t Get the Aux 🙃,A song you really love but you don’t think other people will (Similar to last league's “oops” round if it was restricted to the “I love this song” week),https://open.spotify.com/playlist/2IF0QEItDwDm5CJjCvFIiz
817338fbc566445fb15763910cf40198,2024-09-28T15:42:30Z,Sharing is Caring 🤝🏻,A song someone else showed you that you love,https://open.spotify.com/playlist/5aF5a6PgFY0W9v7UXniOXg
04177f3406bd454ca98792502d8174d9,2024-09-28T15:42:03Z,"It’s 2:17am and you’re driving back home, windows down, not a care in the world 🚘",Zoom zoom,https://open.spotify.com/playlist/4nEKcDIj5o1onWM2wUNW62
4096574317754109af14ca247af49695,2024-09-28T15:42:44Z,Babe Rock 💅🏻,Badass rock anthems with female vocals,https://open.spotify.com/playlist/0dP6vIZSE4cAICru0NfojJ
dfa28e3b224e4a3da051c39d95f7718c,2024-09-28T15:42:56Z,Experimental 🧪,Something that sounds wildly unique,https://open.spotify.com/playlist/5srS9GBlVKRxz3jES0vJoQ
11978e86f8a34577b39128b295337b5b,2024-09-28T15:43:07Z,Undercover 🤫,Your favourite cover,https://open.spotify.com/playlist/4wfB2Pnhnahd9RoKGEujVv
